,TESTO,DOPPIE,INV. OMIS. INS. LETT/SILL,FUS./SEP ILL.,SCAMBIO OMOF.,H,ACCENTI
840," Italo Calvino  Contesto storico  Famiglia = Madre figlia di un generale, Padre Barone, Fratello Biagio, Sorella Battista.  É ambientato a Ombrosa  1 Cosimo sale sugli alberi perché è stanco di mangiare lumache e insetti rari che cucina la sorella Battista 2 Il significato simbolico è che Cosimo è stanco della ricchezza così si spoglia da questa e sale sugli alberi 3 Cosimo non scenderà mai più 4 Il significato simbolico è quello che Cosimo ormai si è lavato le mani della ricchezza e così non scenderà mai più da quell'albero 5 Dell'educazione dei ragazzi si occuperà l'abate Flaulaleur (Pron). La sua fine è quella che Cosimo non lo ascolta più e adesso è lui quello che insegna all'abate Flaulaleur (Pron.) 6 Gli amici animali di Cosimo sono il Cane Ottimo Massimo, una gallina 7 Cosimo condivide la passione per la lettura con il Brigante Giande Brughi (Pron.) 8 Il significato simbolico è quello che anche i criminali possono ridiventare persone buone e che si possono anche loro appassionare a qualcosa come in questo caso si sono appassionati alla lettura",0,0,0,0,0,0
841," 9 Cosimo vivrà con Viola la sua amata. La sua storia d'amore parte al giardino di Viola dove Cosimo la vede dagli alberi. Così iniziano a parlare. alla fine scopia una lite e Cosimo non la vede fino a quando diventano adulti. Un giorno Viola stava scappando da due cavalieri a cavallo del suo cavallo così Cosimo cerca di chiamarla ma lei non lo sente. Però alla fine si rivedono e continuano la loro storia d'amore  10 La storia si conclude: Cosimo aveva ormai 66 anni e la gente cercava di farlo scendere ma invano. Un giorno Biagio mandò un medico sull'albero per farlo controllare ma molto presto scese per dirgli che da li non riusciva a fargli le cure adatte. Un giorno Cosimo si arrampicò fino in cima al suo albero perché voleva saltare sulla mongolfiera che stava cercando di atterrare e frenare perché si era trovata in una fortissima raffica di vento così i signori sulla mongolfiera tirarono giù un ancora sperando che si impigliasse su qualche albero così da fermare quella corsa ancora senza? Quando l'ancora passò sull'albero di Cosimo lui ci saltò sopra facendo un viaggio di 3 minuti cadendo in mare, la mongolfiera alla fine la mongolfiera si ferma sull'alto ponte della spiaggia della città. Da quel giorno Cosimo è disperso",0,0,0,0,0,0
842, Secondo me la conclusione è quella che lui non lascia il corpo alla famiglia ma lo lascia alla natura soprattutto all'aria perché aveva promesso che non sarebbe più sceso quindi voleva morire in aria oppure in acqua.,0,0,0,0,0,0
843," Ciao, sono Pietro, prima di tutto ti volevo dire che hai fatto una scelta giusta, insieme ai tuoi genitori, di iscriverti a questa scuola stupenda perché, fidati, arriverai al liceo che sarai ben preparato dai professori. Oggi ti spiegherò sia come fare un tema ma anche la valutazione dei professori. Prima di tutto devi sapere che un tema non è un semplice compito, che ti pare non interessante, ma è un buon esercizio dove ti puoi aprire scrivendo quello che vuoi, sempre seguendo la traccia, ma è anche perfetto per imparare nuovi vocaboli e esercitarsi a scrivere. I punti fondamentali per scrivere un buon tema ne esistono tanti ma te ne elencherò solo alcuni, quelli più importanti:  - seguire la traccia. - scrivere con una calligrafia leggibile - seguire sempre lo stesso tempo dei verbi. - scrivere in forma lineare, senza errori -infine scrivere, più o meno sempre in base alla traccia, un commento personale. Quasi dimenticavo, mentre fai il compito non pensare mai alla valutazione, devi stare tranquillo e seguire i punti che ti ho elencato. Riguardo ai professori e al voto del tema, ti ripeto che si basano sulla forma lineare, sul tempo dei verbi, la calligrafia ed eseguire in modo giusto la traccia; e poi come va va.",0,0,0,0,0,0
844," Buonanno scolastico, studia e divertiti!!!",0,0,0,0,0,0
845," Mi chiamo Jaison e sono un grande inventore. Ho inventato la macchina del tempo. In questo momento la userò per andare nel passato. Mi trovo a Genova 1460 a. C. sono un comandante italiano. Mentre uscivo da casa ho incontrato un uomo molto inteligente di nome Cristoforo Colombo mi porta in Spagna dove presenta un proggetto per andare in india. riandammo a Genova dove passammo due anni ad aspettare al secondo anno una barca ci portò al puerto de santos pilos. Partimmo per l’india con tre Caravelle, nelle caravelle c’eravamo io, Colombo e dei soldati.  Arrivati in un isola uccisi Colombo e scoprii l’America. Però ad un certo punto un forte uragano mi riportò nel 2014 dove io divenni molto importante. ",2,6,0,0,0,0
846,"  Piazza Lante, ore 16.00. Entro nel parchetto indicato nella lettera, è molto più grande di quello che mi aspettavo. Vicino all'altalena ci sono due ragazzini, un maschio e una femmina, seduti su una panchina. Mi siedo vicino a loro, e osservo gli altri due: lei è una ragazzina di carnagione scura, ha una maglietta rosa, dei pantaloni bianchi e un velo sulla testa. Lui, invece ha dei pinocchietti color jeans, una t-shirt blu e una carnagione chiarissima, quasi cadaverica. Per rompere l'imbarazzante silenzio che si è creato, incomincio io: «Ciao, io sono Ben e vengo dall'Uganda. Sono orfano, i miei genitori sono morti quando ero piccolo, mia madre di parto e mio padre in guerra. Per molto tempo ho vissuto nell'orfanotrofio, ma poi, quando avevo circa sette anni e mezzo, sono scappato e mi sono arruolato nell'esercito. Per me non è stata una bella esperienza, anche perché lì è il luogo dove è morto mio padre. Lì ho visto tutti giorni morti e feriti, bambini che facevano cose orribili per farsi alzare di grado. Ci mettevano un fucile in mano e ci dicevano che quello era la nostra seconda madre. Per noi era facile impugnare un fucile perché era abbastanza leggera, ma comunque era abbastanza potente da uccidere più uomini. Per me è stato straziante andare in guerra, combattere e vedere compagni morire sotto i miei occhi. Ma la cosa più orribile e mostruosa era il fatto che noi venivamo mandati avanti i più grandi venivano mandati dietro, lasciando che l'esercito nemico uccidesse noi per primi. Io e un mio amico abbiamo avuto la possibilità di andarcene, anche se non per il migliore dei motivi: il mio amico è diventato pazzo, ha gli incubi sulla guerra ogni notte, mentre a me hanno sparato alle gambe, me le hanno dovute amputare e mi hanno messo una protesi. Sono stato marchiato a vita dalla mia attività passata di bambino-soldato». Adesso è il turno di parlare della ragazzina indiana. «Ciao, io sono Mim, vengo dal Bangladesh e lavoro tuttora per una ricca famiglia indiana. Loro non sanno che io sto qui, anzi, tremo solo al pensiero di cosa mi possano fare, se scoprono la mia piccola fuga, anche se stanno alle Hawaii in vacanza. Io lavoro per loro da quando avevo cinque anni, la mia famiglia mi ha ""ceduto"" a loro per poche centinaia di rupie all'anno e anzi, sono fortunati che li pagano; di solito le altre famiglie si accontentano di avere una bocca in meno da sfamare. Nella famiglia in cui lavoro, quello che mi ordinano devo fare, senza fiatare, altrimenti sono guai. Per me è bruttissimo essere al loro servizio, soprattutto quando vedo i bambini giocare, che vivono quell'infanzia che a me è stata negata. Li faccio lavori di tutti i tipi: manuali, porto al pascolo le pecore, cucino, faccio vestiti con la lana... Insomma, faccio un po' di tutto. So benissimo che questa è schiavitù e che dovrei reagire a questa situazione, ma ho troppa paura che mi picchino: una volta mi sono lamentata per la fame, da piccola, e il mio padrone si è arrabbiato, dicendo che dovevo soltanto fare quello che diceva lui. Il giorno dopo avrei dovuto lamentarmi per il dolore che mi provocavano i lividi su tutto il corpo.» Mim ha gli occhi colmi di rabbia e di tristezza, forse per i brutti ricordi, forse per l'infanzia mai passata.",0,0,0,0,0,0
847," Il ragazzino, che fino ad ora era stato zitto, inizia a parlare, con un forte accento russo: «Ciao, ragazzi, io sono Alec e vengo dalla Russia. Mi sono trasferito in Italia tre anni fa. Le vostre storie sono tutte e due molto brutte, tutti e due avete avuto un brutto passato e, nel caso di Mim, presente. La mia storia è, purtroppo, brutta, ma per fortuna passata. Delle persone, cattive e meschine, ci sfruttavano, a me e ad un gruppetto di ragazzini, come me senza casa e senza famiglia. Loro ci costringevano a rubare nelle piazze cellulari e altri oggetti che si potevano vendere. Era bruttissimo, perché la gente ci considerava ladri, ma noi rubavamo solo sopravvivere. Al giorno ognuno di noi doveva portare almeno 350 euro e se non li portavamo ci picchiavano. Dicevano che dovevamo solo ringraziarli che ci avevano portati in Italia. Io e un paio di compagni ad un certo punto ci siamo ribellati e abbiamo detto ai nostri capi che ce ne andavamo e che non avremmo né più fatto né portato quello che ci chiedevano. Loro ci hanno picchiato, ma ormai non ci potevano più far cambiare idea. Quella notte siamo scappati e ci siamo divisi: i miei amici sono tornati in Russia, mentre io sono rimasto qui, dove vivo con i miei genitori adottivi. Sono stato fortunato, e a volte mi chiedo cosa starei facendo in questo momento se non mi fossi ribellato. Ogni volta che sto per strada e vedo un signore dare uno schiaffo ad un bambino, voglio intervenire; ma un secondo dopo realizzo che è solo un padre che punisce il proprio figlio». Per tutto il racconto Alec ha pianto: ricordarsi di quei momenti brutti deve averlo scosso molto. Le nostre vite non sono state facili e sarà altrettanto difficile scordarsi quello che abbiamo vissuto.",0,0,0,0,0,0
848," Piazza Lante, ore 18.00. Ci salutiamo, usciamo dal parchetto, ci guardiamo e ce ne torniamo ognuno a casa propria.",0,0,0,0,0,0
849," A proposito della scuola…. Gli adulti dicono che noi ragazzi dovremmo amare la scuola, perché è una cosa che dobbiamo fare per forza e che ci servirà per trovare lavoro da grandi, però per noi non è così. A non ci piace la scuola, c’è almeno a me perché in quelle ore potremmo stare fuori all’aperto a giocare ed interagire con il mondo; invece no, dobbiamo stare rinchiusi a scuola senza vedere il sole, a causa delle finestre sporche per 6 ore e dobbiamo farci sentire sgridare da persone che neanche conosciamo. Poi, oltre a fare esercizi in classe, dobbiamo fare i compiti pure a casa e poi se sono pochi vabbe’ non importa però sono tanti, ogni giorno in camera alla scrivania con i libri e i quaderni davanti agli occhi che ti danno ancora più scoraggiamento perché pensi che non finirà più e che resterai attaccata alla scrivania con i libri e i quaderni davanti agli occhi che ti danno ancora più scoraggiamento perché pensi che non finirai più e che resterai attaccata alla scrivania fino a notte fonda. Quindi praticamente tutto il giorno stiamo attaccati alla scrivania. Poi i genitori durante la settimana vogliono pure che facciamo sport o altre attività e quindi non vediamo mai gli amici (oltre a scuola). Però alcuni aspetti positivi della scuola è che là abbiamo conosciuto i migliori degli amici con cui abbiamo passato sia momenti brutti che momenti belli che ci hanno dato un po’ di sono i PowerPoint in cui possiamo vederci ed esprimere le nostre opinioni. Poi facciamo anche delle gite e camposcuola in cui possiamo conoscerci meglio. Nonostante tutto un po’ mi piace la scuola.",0,0,0,0,0,0
850,,0,0,0,0,0,0
851,"  Ciao! Sono Asia e volevo parlarti di come ho iniziato l'anno scolastico, sembra strano, ma è vero, non sono più l'"" ultima arrivata"", adesso sono in seconda. A dire la verità ero molto preoccupata per l'inizio della scuola perché ho sentito molti dire che la seconda è la classe più difficile, che bisogna impegnarsi al 100% e non farsi prendere dal panico perché è così che si perde il ritmo e la concentrazione adatta a proseguire l'anno. Vorrei parlarti del primo giorno di scuola; per me è sempre stato il giorno più bello sopratutto quando quando rivedi tutti gli amici dell'anno passato. Quel giorno a causa del traffico sono arrivata in ritardo e quando sono entrata in classe ho visto che c'era un posto libero vicino a Laura, ero contentissima, già dall'anno scorso io e lei avevamo fatto amicizia e sono felice che quest'anno la nostra amicizia abbia fatto dei passi avanti, molto avanti, credo di poter dire che in seconda ho trovat una vera amica. Comunque continuiamo con il discorso di prima; quel giorno sono stata molto felice anche di rincontrare i professori che mi hanno aiutato a superare al meglio la prima media, ho avuto anche il piacere di incontrare nuovi professori per religione, per inglese etc...",0,0,0,0,0,0
852," così si è conclusa la giornata, ma non è finita perché mi aspettano ancora tanti giorni. È mattina e mi sveglio alle 07:00 per essere pronta e puntuale alle 08:00. Il secondo giorno di scuola è stato un pò diverso rispetto al primo, abbiamo parlato di come si sarebbe svolto l'anno, di come avevamo passato le vacanze e dei compiti svolti. Devo dire che i giorni sono passati molto veloce, adesso è quasi passato un mese dal primo giorno eppure non mi sembra che sia passata neanche una settimana ma si sa il tempo gioca brutti scerzi. Credo proprio di aver iniziato più o meno bene e spero di continuare l'anno così, anche un pò meglio, spero di dare il massimo delle mie possibilità, e che questo anno sia uno dei migliori. ",0,0,0,0,0,0
853," Ciao Valerio! Come va? Benvenuto alla mia scuola! Spero che ti piace la tua nuova classe! Il tuo professore di italiano è Castelli come il mio! Castelli è molto simpatico è gentile e tenero ed ecc. Quando lui si arrabbia diventa una bestia (ho esagerato sai come sono fatta!) ti fa fare subbito le cose che tu odi di più! Per esempio un tema! Ti consiglio ti comportati bene! Allora prima di iniziare a scrivere fai uno schema su un foglio o in mente! All’inizio devi fare un inizio nel mezzo scrivi tutto poi alla fine è molto difficile devi fare un finale! Devi fare molto adenzione alla grammatica, l’ ortografia e ecc. tu spero che non fa gli erori molto grandi! Adesso non avere paura di Castelli dopo tutto ti fa tante cose belle e non avere paura della scuola e delle uscite e altre cose!!!! Alla fine dell’ anno si fa il gavettone con un’altra scuola quella della Bondi e mera comando di Vincere!!!!!!!!",0,1,0,0,0,0
854,,0,0,0,0,0,0
855,"  Quando ho visto la penna che mi aveva regalato mia madre, tempo fà ero andata a casa di una delle mie migliori amiche e avevo lasciato da lei guesta mia penna allora io gligli avevo che se la trovata me la avrebbe dovuta riportare. Dopo un anno lei portò a scuola la stessa penna allora io gli dissi che era la mia ma lei mi trattava come una bugiarda. (Lei tempo fà aveva una amica che si era scordata a casa sua, una collana e allora mi disse non glielo dire). Io non riesco a penzare che tutto il tempo in cui siamo state insieme lei mi tratti come una ladra bugiarda, magari non se lo è ricordata che è mia, ma siamo amiche dovrebbe credermi. Sinceramente credo che lei non è giusta con me, avremmo dovuto almeno parlarne, mentre lei invece ha preso la penna e la messa nel suo astuccio e il'ha/M> messo nel suo zaino.",2,12,0,2,0,0
856,,0,0,0,0,0,0
857," Secondo me l’essere maschi è meglio dell’essere femmina secondo alcuni aspetti:il maltrattamento, il parto, il ciclo e la debolezza. Però le femmine molto spesso sono più gentili e dolci, mentre i maschi  sono più aggressivi, certo ci sono femmine aggressive, ma nel complesso sono poche. Molto spesso i maschi si tengono da parte degli spazi  (come il calcio), mentre le femmine tentano sempre di invaderlo, voglio dire che anche loro li possono avere (danza, cucito, ecc.) , ma almeno i maschi non li invadono. Secondo me è bene che i maschi e le femmine si condividano tutto, un posto di sfogo, di svago, di libertà  riservato ai maschi ci deve essere. Delle volte, invece, succede che in  degli sport aggressivi (tipo rugby) le donne non vengono ammesse e la prendono come forma di prevaricazione sessuale e mai come forma di protezione.  ",0,0,0,0,0,0
858," Io e Luca siamo molto amici, ci conosciamo dall’ asilo, siamo molto legati infatti certa gente ci invidia per la nostra grande amicizia. Un giorno stavamo uscendo da scuola era una bella giornata,nel quartiere che passavamo per ritornare a casa era molto malfamato, mentre passeggiavamo dietro di noi c'erano due ragazzi, dopo 5 minuti uno dei ragazzi mi ha messo la mano sulla spalla toccando il nervo e facendomi svenire, quando mi sono risvegliato ho subito capito che Luca era stato rapito, chiedevo aiuto ma nessuno veniva a mio soccorso. Ero cosi disperato che sono andato da un veggente, appena sono arrivato lui mi ha rilevato dove era nascosto Luca era dentro un magazzino, prima di andare il veggente mi ha fatto firmare un contratto ma non avevo letto in basso c'era scritto per salvare la sua vita devi sacrificare la tua. Ho chiamato la polizia hanno preso i rapitori e Luca stava finalmente bene, a un certo punto mi prese come una fitta al cuore e sono caduto ero morto ma la mia generosità verso Luca mi ha salvato la vita, dopo una settimana ci siamo potuti vedere e da li nn ci siamo mai lasciati. ",0,2,0,0,0,0
859,  ,0,0,0,0,0,0
860, Il semaforo non accenna a scattare. Mi guardo all’indietro. È ancora lì. Non posso crederci. Sta seguendo proprio me. Scendo dalla macchina. Lo guardo. È bellissimo. Biondo con occhi azzurri. Un ragazzo fantastico e irresistibile.  ,0,0,0,0,0,0
861," Zia Giuditta ha il fisico cicciotto, era una donna di 30 anni circa, simpatica e dolce ma andò a sposare Franco, un uomo brutto e arrogante, ma ricco. Lei era una donna fissata con l’ordine. A me sembra una donna per bene ma ogni tanto mamma parlava male di lei, dicendo che si era sposata con Franco solo per i soldi. Si riconosceva per la sua voglia che aveva sulla schiena: un serpente che spezzava un cuore, ed un’altra che aveva sulla gamba a forma di soldi. Lei passò alla storia per la sua ricchezza e la sua rigidità.",0,0,0,0,0,0
862," Tutte le vacanze sono noiose ma qualche anno fa a Scheggino accadde un fatto particolare: andammo a fare un escurzione a Gavelli, un paesino umbro, insieme a tutti i miei amici del posto. li mi sentii libero lontano dagli adulti brontoloni, ma vicino a i miei amici senza dovermi preoccupare di cosa stavo facendo, niente mi poteva intristire. A mezzo giorno circa decidemmo di andare a pescare al laghetto delle trote, solo che dal suo nome non può capire veramente e comprende rane, trote, storioni, anatre e oche, un vero e proprio laghetto montano. I miei amici pescavano con i girini io però volevo le rane per cena quindi pescavo con i vermi. Arrivato il pomeriggio ci dovemmo salutare. Tutta l'atmosfera che si era creata scomparve con noi.",0,0,0,2,0,0
863," Oggi abbiamo avuto un incontro su Ilaria Alpi, Ilaria Alpi era una giornalista italiana del tg3 fu uccisa a Mogadiscio precisamente in Somalia. Ilaria Alpi ha seguito la Guerra somala indagava su un traffico di armi e rifiuti tossici illegali poi abbiamo visto un video della guerra in somalia alla fine abbiamo visto come è stata uccisa Ilaria Alpi e l’operatore Miran Hoyat. Persero la vita nel fare il loro lavoro. Ilaria Alpi e l’operatore sono stati trovati uccisi nel loro abitacolo.",0,0,0,0,0,0
864," Per me per scrivere un tema c’è un segreto fondamentale: “lasciare andare la penna” ed avere molta fantasia; questo ti faciliterà molto. Se sei disordinato e la professoressa ha difficoltà a leggere il tuo tema ti abbasserà il voto! Quindi impegnati al massimo e scrivi meglio che puoi, anche se ti cattura più tempo. Devi stare molto, ma molto attento agli errori di ortografia, se sono gravi la professoressa ti toglierà uno o più voti e, se è severa ti potrebbe far fare minimo 50 frasi con l’errore! È molto faticoso… Il lessico è importantissimo, deve essere appropriato sennò il tema non è scorrevole e anche se il tuo testo è interessante e divertente, il lessico può rovinare davvero tutto. Gli ultimi segreti sono mantenere sempre lo stesso tempo e non uscire mai fuori traccia. Questi cinque “segreti” ti saranno molto utili, soprattutto il primo ovvero “lascia andare la penna”. Quando il prossimo anno farai un tema ricordati sempre i consigli prenderai un bellissimo voto, te lo prometto! .",0,0,0,0,0,0
865, ,0,0,0,0,0,0
866," Visto che questo è un tema libero e non ne facciamo molti vi parlerò della scuola, e in particolare della nostra, quella di via Umberto Boccioni. Le scuola in Italia sono private o pubbliche, quelle private sia internamente che esternamente sono pulite, i banche non sono “intagliati” o scritti e non ci sono le gomme . Io di queste scuole non ne so molto perché la mia scuola è pubblica. Ora vi parlerò delle scuole pubbliche: sono non molto sporche perché ci sono i bidelli che le puliscono, sotto i banchi ci sono una marea di gomme, le sedie sono rotte e ci sono croci celtiche e svastiche disegnate. Una delle cose positive sono i professori, sono molto simpatici, spiegano e quando hai un problema ti capiscono, nella mia scuola è un po’ lo stesso ma noi abbiamo anche un’altra cosa positiva: le LIM (per chi non sapesse cosa sono lavagne interattive che ci facilitano il lavoro) Con esse vediamo anche film riguardanti la lezione del giorno. Nella mia scuola in palestra si gioca a pallavolo e a basket, ma abbiamo anche un cortile dove si gioca a calcetto perché ci sono due porte ma quando piove non si può. Io penso che la scuola, quindi lo studio, serva a dirigerci verso la giusta strada. Io penso che tra alunni, genitori e gli insegnanti “La vista della scuola” sia diversa. I genitori pensano che la scuola ci serva, un po’ come gli insegnanti, invece gli alunni, quindi i figli, pensano che non serva a niente andare a scuola e che lo fanno solo per dare soddisfazione ai professori; come ho già detto penzano che essa ci serva mentre alcuni ragazzi (approposito di questo) pensano che i docenti vengono solo per guadagnare. Per me la scuola è un insieme di strumenti che ci aiutano, penso che la scuola debba essere pulita, ordinata ed efficiente e penso che i professori non debbano fare vacanze infrasettimanali.",0,0,0,2,0,0
867, ,0,0,0,0,0,0
868," 1- Francamente non l'ho capito  2- Gli argomenti affrontati sono: L'uccisione dei due pescatori in india e delle problematiche linguistiche, significato di alcune parole  non lo so",0,0,0,0,0,0
869," La mia amica Asia ed io, siamo entrate in classe, ci siamo sedute e abbiamo cominciato a parlare come sempre.  È l’ora di religione con il professor Daniel e Karen, un’altra compagna, ha messo sul termosifone accanto al banco di Emanuela e Gabriele la merenda per riscaldarla. Alla ricreazione abbiamo iniziato a mangiare e fare caos, ad un certo punto abbiamo sentito un urlo stridulo da spaccare i timpani, proviene  dai termosifoni, infatti è Karen perché la sua merenda è scomparsa, non c’è più. Immediatamente Asia ed io ci siamo messe i cappelli da detectiv e abbiamo cercato degli indizi. Vicino al termosifone, abbiamo trovato una fila di macchie di pomodoro fino al bagno maschile e un indizio l’abbiamo trovato: È maschio. Sfortunatamente non possiamo entrare in quel bagno e così ci siamo fatte aiutare da Gabriele che è entrato a cercare il colpevole. Gabriele però fa il doppio gioco e l’abbiamo scoperto perché non è affatto bravo a mentire anche se lo fa quasi sempre come per esempio quella volta che ha copiato il compito di arte, matematica, geometria, spagnolo, inglese…",0,0,0,0,0,0
870," A questo punto ci tocca fare da sole, ci siamo fatte coraggio e siamo entrate nel bagno, c’è una puzza infernale e per terra ci sono gocce di qualcosa che non tengo a sapere cosa; In quel “porcile”, ci sono anche le macchie di pomodoro identiche a quelle in classe e, sul vater, c’è Emanuele che mangia la pizza con la scusa di essersela portata da casa, ma visto che è mio fratello, so che non è vero, nemmeno lui sa mentire. Il “ladro” è Emanuele.",0,0,0,0,0,0
871," Caro federico, le medie dificili e anche impegnative ci vuole concentrazione ed esercitazione qui ti fanno fare tanti problemi, temi, interrogazioni e compiti a casa, la nostra scuola è difficile ma spero che tu ci vada bene, sopratutto perché sei inteliggente e gentile. Gli insegnanti sono bravi alcuni ti aiutano alcuni ti lasciano fare da solo, però lo fanno per vedere le tue capacita come nelle: interrogazioni, nei temi e nei compiti in classi. Devi anche ascoltare bene quello che dicono studia e impegnati, anche se all’ inizio la scuola sembra facile non lo è, è veramente difficile ma stai tranquillo che se studi e ti impegni ne uscirai. Ti verranno bei voti e se ti fai i compiti prima, a casa potrai giocare quanto ti pare, se ai studiato e lo sai e nessuno lo sa, alza la mano e fatti interrogare ripeti quello che ti ricordi nei compiti in classe scriviti le risposte sulla mano e copia alcune cose senza farti vedere, e se qualche amico tuo ti chiede delle domande tu digli che non le sai e lascialo fare. Fino alla seconda media è facile ma alla terza ti toccano fare gli esami sono difficili perché devi studiare, sei dentro una stanza da solo con dei professori e basta perciò non farti prendere dal panico, pensa a qualcosa di bello ed impegnati e vedrai che andranno bene spero che ti troverai bene nelle medie Ciao",2,4,0,0,0,0
872, ,0,0,0,0,0,0
873," Il semaforo non accenna a scattare. Mi guardo all’indietro. È ancora lì. Non posso crederci. Sta seguendo proprio me .. mi fissa. Mi segue ovunque io vada,non se ne va. Ho paura. Mi faccio coraggio e mi giro. È solo un cane. Che spavento!! Lo accarezzo e me ne vado in macchina. Nei suoi occhi vedevo tristezza e paura. Quindi scendo. Lo prendo e andiamo a casa insieme. ",0,0,0,0,0,0
874,"  7.2.2014  Scuola Kaniji, secondo giorno di scuola. Cammino per i corridoi e vedo gruppetti di amici che chiacchierano intanto che aspettano il suono della campanella. Nessuno si avvicina a me, gli altri ragazzi si conoscono già da due anni, mentre io a malapena da un giorno. Stare qui a Tokyo mi fa sentire molto sola, non conosco né la lingua né persone. Un posto perfetto, insomma. È già la terza volta che cambio città, prima sono stata sia a Madrid che a Parigi, dove, difficilmente, mi sono abbastanza integrata. A Madrid ci sono volute ben tre settimane per far amicizia con una persona e il brutto era che non sapevo lo spagnolo, quindi lei dopo un po', stanca di gesticolare per farmi capire le cose, ha rinunciato e si è allontanata da me. Si chiamava Lola, era anche lei un po' un'emarginata. Un altro problema enorme che ho sempre avuto nelle città in cui mi sono trasferita è stato il capire le lezioni. Prima in spagnolo, poi in francese e adesso in giapponese. Come cavolo faccio a capire quello che dicono? E alle interrogazioni, come rispondo? ",0,0,0,0,0,0
875," Ommioddio, una ragazzina si sta avvicinando a me. Mi guardo dietro, magari la ragazzina sta andando verso un'altra persona. No, sta venendo proprio verso di me. È una ragazzina della mia classe, è molto timida, ma abbastanza d'accordo con tutti quanti. O almeno mi ha dato questa impressione. «Ciao» mi dice. «io sono Mel». Io le dico «Anche tu sei italiana?» «No», mi risponde lei «ma mia madre insegna italiano in un liceo linguistico. Ti va oggi di sederti vicino a me?». «Sì, volentieri», sto scoppiando dalla gioia. Forse ho trovato un'amica! Stiamo insieme tutto il giorno, chiacchieriamo, facciamo disegni stupidi, sul banco e caricature degli insegnanti. Ora, caro diario mio, devo andare a dormire, ho un sonno terribile. A domani! 8.6.2014  Scuola Kaniji, ultimo giorno di scuola dell'anno scolastico. Cammino per i corridoi insieme a Mel, ormai siamo diventate migliori amiche. Mio padre ha detto che resteremo qui un bel po' di tempo, il suo lavoro va a gonfie vele. Io sono felice, perché andrò alle superiori con Mel e so che non avrò più problemi. Mel mi ha insegnato il giapponese, quindi il problema della lingua ormai non c'è più. Sono così felice! Ora, devo andare a dormire, domani vado a fare una gita con Mel al lago. A domani!",0,0,0,0,0,0
876,,0,0,0,0,0,0
877,"  La schiavitù, lo sfruttamento, tutte e due sono cose veramente orribili. Perché fare lavorare bambini, piccoli e innocenti, maltrattarli e farli lavorare senza sosta? Mio padre, quando ho fatto questa domanda, mi ha risposto che le persone fanno lavorare i bambini perché loro non si fanno pagare molto, non capiscono che per ogni lavoro bisogna essere pagati, per sopravvivere. In tutto il mondo ci stanno tra i 20 e i 27 milioni di schiavi. Ci sono vari modi per diventare schiavi: si può essere venduti da un genitore, oppure se hai debiti che non puoi pagare, o anche per rapimento, o ancora, per truffa. Tutti questi modi hanno un punto in comune: la necessità. Una persona per diventare schiava di sicuro non lo fa per scelta, ha necessità di trovare soldi e/o mantenere la propria famiglia. Anche se alcune persone pensano che la schiavitù è finita, che non c'è più, o che non sta nel proprio paese, si sbaglia: gli schiavi sono anche quelli che stanno ai semafori, che ti lavano i vetri o ti vendono fazzoletti, chitarre, ombrelli, giochini stupidi e cover per il cellulare.",0,0,0,0,0,0
878," Una persona che sfrutta un'altra deve essere senza cuore. Come fai ad essere così cattivo? Anche dietro gli spettacoli circensi che la gente fa per le strade c'è un'organizzazione mafiosa. C'è anche un film, sull'organizzazione degli spettacoli circensi, si chiama ""Qualcuno con cui correre"", e parla appunto di questo argomento. È una cosa rivoltante ciò che può succedere a un semplice venditore d'ombrelli. Alla mostra del CIES, io ero appunto un venditore di fiori, lavavo i vetri e facevo la mendicante. Come ci ha parlato lo sfruttatore è stato orribile, ci ha detto tipo un sacco di cose brutte sui pakistani, perché noi impersonavamo un gruppo di pakistani, e ho pensato: «Questa è solo una simulazione. Ma loro, veramente, come si sentirebbero? Essere presi in giro e non poter fare nulla...». La schiavitù è veramente una cosa orripilante, come lo sfruttamento e spero vivamente che un giorno finisca.",0,0,0,0,0,0
879," Roma, 7 Aprile 2014 Cara Santana, quando mi hai detto che ti saresti iscritta alla mia scuola, ho pensato: “Strano! Di solito le persone che abitano a Tormarancia vanno alla scuola del quartiere!”. Ma poi Quinn, tua madre, mi ha detto che volevi venire alla mazzini perché ci sono bravi professori. Probabilmente ti chiederai il perché di questa lettera, quindi ti spiegherò tutto: Brittany, tua sorella, mi ha detto che andrai nella mia stessa sezione, la B, e mi ha detto che hai un po’ di problemi a prendere buoni voti ai temi. Quindi ho deciso di scriverti una lettera con alcuni consigli sulla scrittura. Primo consiglio: fai attenzione alla grammatica e all’ortografia. Il professore dà tre voti, tra cui anche la grammatica e l’ortografia. Puoi anche fare un tema perfetto ma se sbagli la grammatica o le doppie, o altri errori di ortografia, il voto cala. Naturalmente se l’errore è grave o meno.",0,0,0,0,0,0
